ft06.yaml,2478,81,10368.389147520065
ft06.yaml,1253,82,10376.435787200928
ft06.yaml,5453,82,10417.302577018738
ft06.yaml,4265,80,10454.29889369011
ft06.yaml,6650,80,10556.634217262268
ft06.yaml,140,78,10813.620692491531
ft06.yaml,5987,81,10819.014099359512
ft06.yaml,201,77,10922.066394090652
ft06.yaml,7258,77,10987.611946105955
ft06.yaml,3497,77,10993.39053463936
ft06.yaml,4885,77,11069.456694841385
ft06.yaml,1317,77,11078.716147899628
ft06.yaml,9488,77,11110.20292043686
ft06.yaml,7165,77,11121.35755443573
ft06.yaml,6671,79,11208.551034927368
ft06.yaml,8311,77,11307.48932313919
ft10.yaml,1824,1128,9396.024288415909
ft10.yaml,1824,1128,9394.49444246292
ft10.yaml,1824,1128,9409.084470033646
ft10.yaml,1824,1128,9412.595078229904
ft10.yaml,1824,1128,9415.121531248093
ft10.yaml,1824,1128,9357.064180374146
ft10.yaml,1824,1128,9499.86405134201
ft10.yaml,1824,1128,9412.98315191269
ft10.yaml,1824,1128,9355.616885185242
ft10.yaml,1824,1128,9381.588340759276
ft10.yaml,1824,1128,9353.460261821749
ft10.yaml,1824,1128,9390.309910058975
ft10.yaml,1824,1128,9398.858695745468
ft10.yaml,1824,1128,9448.057057380676
ft10.yaml,1824,1128,9309.26574254036
ft10.yaml,1824,1128,9468.186771392822
ft20.yaml,1824,1606,10156.435670614244
ft20.yaml,1824,1606,10186.759252786636
ft20.yaml,1824,1606,10215.679881572723
ft20.yaml,1824,1606,10321.521696090698
ft20.yaml,1824,1606,10333.69692826271
ft20.yaml,1824,1606,10139.607014894484
ft20.yaml,1824,1606,10161.773644208908
ft20.yaml,1824,1606,10274.012185811996
ft20.yaml,1824,1606,10226.66338968277
ft20.yaml,1824,1606,10089.609576702118
ft20.yaml,1824,1606,10281.949139118196
ft20.yaml,1824,1606,10229.822003602982
ft20.yaml,1824,1606,10408.76979660988
ft20.yaml,1824,1606,10463.63556098938
ft20.yaml,1824,1606,10240.263746738434
ft20.yaml,1824,1606,10367.201318025587
la10.yaml,1824,1080,9692.862627267838
la10.yaml,1824,1080,9719.60760641098
la10.yaml,1824,1080,9701.895014762878
la10.yaml,1824,1080,9624.239756584167
la10.yaml,1824,1080,10073.390435218813
la10.yaml,1824,1080,9674.698540210724
la10.yaml,1824,1080,9893.592124938965
la10.yaml,1824,1080,9771.06885957718
la10.yaml,1824,1080,9676.9855799675
la10.yaml,1824,1080,9839.261838674543
la10.yaml,1824,1080,9881.415607690811
la10.yaml,1824,1080,9805.985049962996
la10.yaml,1824,1080,10074.185945749285
la10.yaml,1824,1080,10051.293537378311
la10.yaml,1824,1080,10060.894487142565
la10.yaml,1824,1080,10330.987248420715
la16.yaml,1824,1235,11428.542196035383
la16.yaml,1824,1235,11395.447483062744
la16.yaml,1824,1235,11686.46834731102
la16.yaml,1824,1235,11442.426982164385
la16.yaml,1824,1235,11477.649379730225
la16.yaml,1824,1235,11388.019528627396
la16.yaml,1824,1235,11560.591457366943
la16.yaml,1824,1235,12406.408749341965
la16.yaml,1824,1235,11936.446658849716
la16.yaml,1824,1235,11544.046618938446
la16.yaml,1824,1235,11547.822890996931
la16.yaml,1824,1235,11892.733768463137
la16.yaml,1824,1235,12023.553867340088
la16.yaml,1824,1235,11965.482645988464
la16.yaml,1824,1235,12288.578848600388
la16.yaml,1824,1235,12466.25461769104
la20.yaml,1824,1172,12492.241577625276
la20.yaml,1824,1172,12380.760070085526
la20.yaml,1824,1172,12353.02331018448
la20.yaml,1824,1172,12643.448199272156
la20.yaml,1824,1172,12542.48261809349
la20.yaml,1824,1172,12829.658982515337
la20.yaml,1824,1172,12612.86203122139
la20.yaml,1824,1172,12703.887165546415
la20.yaml,1824,1172,13767.57286787033
la20.yaml,1824,1172,13302.673193454742
la20.yaml,1824,1172,13635.345527648926
la20.yaml,1824,1172,13129.928686141968
la20.yaml,1824,1172,13793.010036706924
la20.yaml,1824,1172,13855.83313512802
la20.yaml,1824,1172,13474.926668643951
ft10.yaml,3794,1096,8648.827914714813
ft10.yaml,7729,1115,8725.339128255844
ft10.yaml,2991,1110,8760.807915687561
ft10.yaml,5189,1061,8776.684717178345
ft10.yaml,9034,1122,8775.656345367432
ft10.yaml,3579,1093,8791.938681840897
ft10.yaml,7948,1121,8802.594889163971
ft10.yaml,5111,1111,8804.632492780685
ft10.yaml,3846,1111,8841.81431388855
ft10.yaml,4977,1092,8863.874048233032
ft10.yaml,2585,1110,8867.970584154129
ft10.yaml,405,1110,8876.487196445465
